sample_id,lay_id,country,lay.type,lay.depth.to.top,lay.depth.to.bottom,horizon.designation,texture.description,fiscal.year,submit.proj.name,taxonomic.classification.name,county.lat.ycntr,county.long.xcntr,fips.code,area.id_country,area.id_county,area.name_country,area.name_county,area.code_country,area.code_county,latitude,longitude,total_carbon,organic_carbon,nitrogen_total,ph_h2o,sand_tot_psa
74915,27298,United States,horizon,8,15,E,Loamy fine sand,2005,Ontonagon Co.,"Sandy, mixed, frigid Typic Haplorthod",46.682095,-89.376195,26131,244,5596,United States,Ontonagon,US,MI131,46.39899125,-89.08153736,1.34682,1.35,0.08738,4.61,85.3
74916,27299,United States,horizon,15,23,Bhs,Loamy fine sand,2005,Ontonagon Co.,"Sandy, mixed, frigid Typic Haplorthod",46.682095,-89.376195,26131,244,5596,United States,Ontonagon,US,MI131,46.39899125,-89.08153736,1.52382,1.52,0.06982,5.02,85.9
74922,27305,United States,horizon,3,18,E,Loamy fine sand,2005,Ontonagon Co.,"Sandy, mixed, frigid Entic Haplorthod",46.682095,-89.376195,26131,244,5596,United States,Ontonagon,US,MI131,46.35789166,-89.17735069,0.6508,0.65,0.04111,4.65,74.8
74923,27306,United States,horizon,18,23,Bhs,Loamy fine sand,2005,Ontonagon Co.,"Sandy, mixed, frigid Entic Haplorthod",46.682095,-89.376195,26131,244,5596,United States,Ontonagon,US,MI131,46.35789166,-89.17735069,1.51031,1.51,0.08306,5.38,69.0
74951,27334,United States,horizon,18,23,Bhs,Fine sandy loam,2005,Ontonagon Co.,"Sandy, isotic, frigid Oxyaquic Haplorthod",46.682095,-89.376195,26131,244,5596,United States,Ontonagon,US,MI131,46.40229491,-88.99503972,1.83932,1.84,0.07109,4.71,70.4
74952,27335,United States,horizon,23,36,Bs1,Fine sandy loam,2005,Ontonagon Co.,"Sandy, isotic, frigid Oxyaquic Haplorthod",46.682095,-89.376195,26131,244,5596,United States,Ontonagon,US,MI131,46.40229491,-88.99503972,1.43996,1.44,0.05277,5.05,75.8
74953,27336,United States,horizon,36,61,Bs2,Fine sandy loam,2005,Ontonagon Co.,"Sandy, isotic, frigid Oxyaquic Haplorthod",46.682095,-89.376195,26131,244,5596,United States,Ontonagon,US,MI131,46.40229491,-88.99503972,0.34474,0.34,0.00905,5.39,79.9
74965,27282,United States,horizon,3,15,A,Silt loam,2005,Ontonagon Co.,"Coarse-loamy, mixed, frigid Aeric Epiaqualf",46.682095,-89.376195,26131,244,5596,United States,Ontonagon,US,MI131,46.63518051,-89.82269935,3.44529,3.45,0.27753,5.57,37.0
75813,27549,United States,horizon,14,37,Bt1,Gravelly Clay loam,2005,Humboldt Co.,"Fine-loamy, mixed, superactive, mesic Ultic Palexeralf",40.73355,-123.910525,6023,244,4460,United States,Humboldt,US,CA023,40.0880556,-123.6269444,1.1465,1.15,0.16364,5.91,33.9
75819,27555,United States,horizon,4,15,A,Clay loam,2005,Humboldt Co.,"Fine-loamy, mixed, superactive, mesic Ultic Palexeralf",40.73355,-123.910525,6023,244,4460,United States,Humboldt,US,CA023,40.0630556,-123.8519444,3.09419,3.09,0.26307,5.95,22.0
75823,27559,United States,horizon,120,160,Bt4,Clay loam,2005,Humboldt Co.,"Fine-loamy, mixed, superactive, mesic Ultic Palexeralf",40.73355,-123.910525,6023,244,4460,United States,Humboldt,US,CA023,40.0630556,-123.8519444,0.1893,0.19,0.12273,5.37,19.8
75834,27570,United States,horizon,14,45,Bt1,Clay loam,2005,Humboldt Co.,"Fine-loamy, mixed, superactive, mesic Typic Palexerult",40.73355,-123.910525,6023,244,4460,United States,Humboldt,US,CA023,40.0811119,-123.9175034,0.8312,0.83,0.24936,5.55,21.7
75857,27593,United States,horizon,70,110,Bt3,Very gravelly Clay loam,2005,Humboldt Co.,"Fine-loamy, mixed, superactive, mesic Ultic Haploxeralf",40.73355,-123.910525,6023,244,4460,United States,Humboldt,US,CA023,40.08539045,-123.9463966,0.30581,0.2908,0.1165,5.55,48.9
76158,27669,United States,horizon,0,5,Ap,Very gravelly Loamy sand,2004,IUSS Tour,"Loamy-skeletal, siliceous, active, mesic Typic Dystrudept",38.52836,-78.85517,51165,244,7292,United States,Rockingham,US,VA165,38.3464737,-78.6837769,7.44159,7.44,0.54731,4.24,40.7
76159,27670,United States,horizon,5,20,BA,Very gravelly Sandy loam,2004,IUSS Tour,"Loamy-skeletal, siliceous, active, mesic Typic Dystrudept",38.52836,-78.85517,51165,244,7292,United States,Rockingham,US,VA165,38.3464737,-78.6837769,1.21472,1.21,0.09507,4.1,52.5
76164,27675,United States,horizon,0,7,Ap,Silty clay loam,2004,IUSS Tour,"Clayey, kaolinitic, mesic Typic Rhodudult",38.000225,-78.52365,51003,244,7215,United States,Albemarle,US,VA003,37.9830551,-78.4597244,4.81537,4.82,0.50759,4.78,7.2
76165,27676,United States,horizon,7,20,Bt1,Silty clay,2004,IUSS Tour,"Clayey, kaolinitic, mesic Typic Rhodudult",38.000225,-78.52365,51003,244,7215,United States,Albemarle,US,VA003,37.9830551,-78.4597244,1.34498,1.34,0.13212,5.8,6.0
77004,28010,United States,horizon,50,70,2BCt,Gravelly Coarse sandy loam,2005,LIN Infiltration Project,"Fine-loamy, mixed, mesic Typic Udorthent",40.407175,-75.9849,42011,244,6554,United States,Berks,US,PA011,40.2249985,-75.873558,0.19522,0.2,0.05968,5.01,72.1
77037,28043,United States,horizon,0,5,Ap1,Loam,2005,LIN Infiltration Project,"Fine-loamy, mixed, semiactive, mesic Typic Hapludult",39.98308,-75.748055,42029,244,6563,United States,Chester,US,PA029,39.8235016,-75.9508057,2.96248,2.96,0.36929,5.64,47.1
77053,28059,United States,horizon,134,154,C,Fine sandy loam,2005,LIN Infiltration Project,"Fine-loamy, mixed, semiactive, mesic Typic Hapludult",39.98308,-75.748055,42029,244,6563,United States,Chester,US,PA029,39.808918,-75.9264984,0.03933,0.04,0.0,6.94,55.9
77533,28199,United States,horizon,0,20,Ap,Silt loam,2005,IUSS Tour,"Very-fine, mixed, semiactive, mesic Typic Hapludalf",39.236945,-78.288465,51069,244,7247,United States,Frederick,US,VA069,39.236945,-78.288465,1.23477,1.23,0.16552,6.97,11.9
77819,28369,United States,horizon,5,23,A2,Loam,2005,MO-7,"Fine-loamy, mixed, superactive, frigid Pachic Paleudoll",44.37269,-103.754205,46081,244,6800,United States,Lawrence,US,SD081,44.1928222,-103.7195722,6.41098,6.3584,0.62241,6.26,19.2
77826,28376,United States,horizon,5,16,A2,Silty clay,2005,MO-7,"Fine-silty, mixed, superactive, frigid Cumulic Endoaquoll",44.37269,-103.754205,46081,244,6800,United States,Lawrence,US,SD081,44.21215,-103.7085861,6.00064,5.9652,0.56868,5.88,7.0
77854,28404,United States,horizon,21,37,C2,Stratified Very gravelly Loam,2005,MO-7,"Loamy-skeletal over sandy or sandy-skeletal, mixed, superactive, frigid Typic Udifluvent",44.37269,-103.754205,46081,244,6800,United States,Lawrence,US,SD081,44.4056396,-103.8981094,6.94341,0.9748,0.07486,8.16,52.6
77871,28421,United States,horizon,48,68,Bt1,Very channery Silty clay loam,2005,MO-7,"Loamy-skeletal, mixed, superactive, frigid Glossic Hapludalf",44.37269,-103.754205,46081,244,6800,United States,Lawrence,US,SD081,44.3550262,-103.7891083,0.57206,0.5508,0.12964,6.09,38.3
77880,28430,United States,horizon,91,130,2C,Sandy loam,2005,MO-7,"Coarse-loamy, carbonatic, frigid Aridic Calciustept",46.398045,-109.216495,30037,244,5920,United States,Golden Valley,US,MT037,46.6053056,-109.2831389,8.6061,0.492,0.04067,8.69,64.8
77881,28431,United States,horizon,0,10,A,Loam,2005,MO-7,"Loamy-skeletal, carbonatic, superactive, frigid Aridic Calciustept",46.398045,-109.216495,30037,244,5920,United States,Golden Valley,US,MT037,46.6048056,-109.2828333,5.02468,2.9584,0.36002,7.55,39.7
77882,28432,United States,horizon,10,34,Bk1,Loam,2005,MO-7,"Loamy-skeletal, carbonatic, superactive, frigid Aridic Calciustept",46.398045,-109.216495,30037,244,5920,United States,Golden Valley,US,MT037,46.6048056,-109.2828333,4.65416,1.7748,0.24725,8.06,33.6
77890,28440,United States,horizon,43,69,Bk2,Loam,2005,MO-7,"Fine-loamy, carbonatic, frigid Aridic Calciustoll",46.398045,-109.216495,30037,244,5920,United States,Golden Valley,US,MT037,46.6000833,-109.2765556,3.98736,0.4092,0.0841,8.5,49.4
77893,28443,United States,horizon,0,9,A,Loam,2005,MO-7,"Coarse-loamy, carbonatic, frigid Aridic Calciustept",46.398045,-109.216495,30037,244,5920,United States,Golden Valley,US,MT037,46.6168333,-109.2711944,5.61669,2.8732,0.36705,7.61,39.8
77895,28445,United States,horizon,27,49,Bk2,Loam,2005,MO-7,"Coarse-loamy, carbonatic, frigid Aridic Calciustept",46.398045,-109.216495,30037,244,5920,United States,Golden Valley,US,MT037,46.6168333,-109.2711944,7.36048,0.7708,0.12645,8.35,55.5
78455,28562,United States,horizon,0,10,A,Loam,2005,Stanislaus Co.  Soil Survey Northern Part,"Loamy, mixed, superactive, thermic, shallow Typic Haploxerept",37.60396,-120.93705,6099,244,4498,United States,Stanislaus,US,CA099,37.9538611,-120.8142222,2.31041,2.31,0.24428,4.83,40.6
79940,29445,United States,horizon,0,22,Ap,Silt loam,2005,Lanton Characterization Study,"Fine, mixed, active, thermic Cumulic Endoaquoll",37.85542,-94.850995,20011,244,5160,United States,Bourbon,US,KS011,37.832222,-94.7328644,1.47878,1.48,0.22955,6.46,4.1
79951,29456,United States,horizon,0,20,Ap,Silt loam,2005,Lanton Characterization Study,"Fine-silty, mixed, active, thermic Cumulic Endoaquoll",37.55915,-95.743835,20205,244,5257,United States,Wilson,US,KS205,37.7220268,-95.7528915,1.47275,1.47,0.20586,6.13,10.6
81516,30378,United States,horizon,0,12,Ap,Silty clay loam,2005,Morgan Pond Site,"Fine-silty, mixed, active, mesic Oxyaquic Fragiudalf",37.46516,-89.28169,17181,244,5051,United States,Union,US,IL181,37.3591652,-89.1061096,0.75368,0.75,0.08476,5.17,1.1
81526,30388,United States,horizon,0,10,Ap,Silt loam,2005,Morgan Pond Site,"Fine-silty, mixed, superactive, mesic Oxyaquic Hapludalf",37.46516,-89.28169,17181,244,5051,United States,Union,US,IL181,37.3594437,-89.1061096,1.53667,1.54,0.18073,5.21,1.1
81527,30389,United States,horizon,10,22,Bt1,Silty clay loam,2005,Morgan Pond Site,"Fine-silty, mixed, superactive, mesic Oxyaquic Hapludalf",37.46516,-89.28169,17181,244,5051,United States,Union,US,IL181,37.3594437,-89.1061096,0.58431,0.58,0.07381,5.92,1.0
81537,30377,United States,horizon,0,10,Ap,Silt loam,2005,Morgan Pond Site,"Fine-silty, mixed, superactive, mesic Aquic Hapludalf",37.46516,-89.28169,17181,244,5051,United States,Union,US,IL181,37.3597221,-89.1063919,1.9797,1.98,0.22473,4.8,1.5
81538,30399,United States,horizon,10,18,Bt1,Silt loam,2005,Morgan Pond Site,"Fine-silty, mixed, superactive, mesic Aquic Hapludalf",37.46516,-89.28169,17181,244,5051,United States,Union,US,IL181,37.3597221,-89.1063919,0.7837,0.78,0.09082,5.22,1.8
81539,30400,United States,horizon,18,25,Bt2,Silty clay loam,2005,Morgan Pond Site,"Fine-silty, mixed, superactive, mesic Aquic Hapludalf",37.46516,-89.28169,17181,244,5051,United States,Union,US,IL181,37.3597221,-89.1063919,0.45785,0.46,0.06949,5.55,2.1
81549,30410,United States,horizon,0,14,Ap1,Silt loam,2005,Morgan Pond Site,"Fine-silty, mixed, superactive, mesic Ultic Hapludalf",37.46516,-89.28169,17181,244,5051,United States,Union,US,IL181,37.3605537,-89.105835,0.97965,0.98,0.11323,5.09,1.3
81550,30411,United States,horizon,14,28,Ap2,Silt loam,2005,Morgan Pond Site,"Fine-silty, mixed, superactive, mesic Ultic Hapludalf",37.46516,-89.28169,17181,244,5051,United States,Union,US,IL181,37.3605537,-89.105835,0.46428,0.46,0.06979,5.56,1.0
81561,30422,United States,horizon,0,8,Ap,Silt loam,2005,Morgan Pond Site,"Fine-silty, mixed, active, mesic Oxyaquic Fragiudalf",37.46516,-89.28169,17181,244,5051,United States,Union,US,IL181,37.3605537,-89.1061096,1.53856,1.54,0.1843,4.93,1.1
81562,30423,United States,horizon,8,16,Bt1,Silt loam,2005,Morgan Pond Site,"Fine-silty, mixed, active, mesic Oxyaquic Fragiudalf",37.46516,-89.28169,17181,244,5051,United States,Union,US,IL181,37.3605537,-89.1061096,0.72339,0.72,0.09068,5.51,0.9
81563,30424,United States,horizon,16,25,Bt21,Silty clay loam,2005,Morgan Pond Site,"Fine-silty, mixed, active, mesic Oxyaquic Fragiudalf",37.46516,-89.28169,17181,244,5051,United States,Union,US,IL181,37.3605537,-89.1061096,0.4622,0.46,0.07772,5.85,0.8
81573,30434,United States,horizon,0,8,Ap,Silt loam,2005,Morgan Pond Site,"Fine-silty, mixed, superactive, mesic Oxyaquic Eutrudept",37.46516,-89.28169,17181,244,5051,United States,Union,US,IL181,37.3605537,-89.1063919,2.85926,2.86,0.2947,4.61,1.9
81574,30435,United States,horizon,8,22,Bw1,Silt loam,2005,Morgan Pond Site,"Fine-silty, mixed, superactive, mesic Oxyaquic Eutrudept",37.46516,-89.28169,17181,244,5051,United States,Union,US,IL181,37.3605537,-89.1063919,0.70233,0.7,0.0954,5.38,1.1
81583,30444,United States,horizon,0,6,Ap,Silt loam,2005,Morgan Pond Site,"Fine-silty, mixed, superactive, mesic Oxyaquic Eutrudept",37.46516,-89.28169,17181,244,5051,United States,Union,US,IL181,37.3600006,-89.1063919,3.28494,3.28,0.31227,4.82,1.6
81584,30445,United States,horizon,6,16,Bw1,Silt loam,2005,Morgan Pond Site,"Fine-silty, mixed, superactive, mesic Oxyaquic Eutrudept",37.46516,-89.28169,17181,244,5051,United States,Union,US,IL181,37.3600006,-89.1063919,0.79616,0.8,0.10575,5.4,1.7
81594,30455,United States,horizon,0,12,Ap,Silty clay loam,2005,Morgan Pond Site,"Fine-silty, mixed, active, mesic Oxyaquic Fragiudalf",37.46516,-89.28169,17181,244,5051,United States,Union,US,IL181,37.3605537,-89.1061096,1.68172,1.68,0.19785,5.25,0.8
81595,30456,United States,horizon,12,23,Bt1,Silt loam,2005,Morgan Pond Site,"Fine-silty, mixed, active, mesic Oxyaquic Fragiudalf",37.46516,-89.28169,17181,244,5051,United States,Union,US,IL181,37.3605537,-89.1061096,0.34286,0.34,0.06531,5.22,0.5
82116,30468,United States,horizon,0,10,A1,Silt loam,2005,Irwin Type Location,"Fine, mixed, superactive, mesic Pachic Argiustoll",39.045035,-96.73245,20061,244,5185,United States,Geary,US,KS061,38.8858337,-96.8261108,3.49564,3.5,0.36585,5.71,3.8
82117,30469,United States,horizon,10,30,A2,Silty clay loam,2005,Irwin Type Location,"Fine, mixed, superactive, mesic Pachic Argiustoll",39.045035,-96.73245,20061,244,5185,United States,Geary,US,KS061,38.8858337,-96.8261108,2.64942,2.65,0.32217,5.57,3.9
82125,30477,United States,horizon,0,20,A,Silty clay loam,2005,Irwin Type Location,"Loamy, mixed, superactive, mesic Lithic Hapludoll",39.226205,-95.388925,20087,244,5198,United States,Jefferson,US,KS087,39.1519737,-95.3852463,7.36347,7.3168,0.73577,7.55,3.2
83040,30870,United States,horizon,30,48,Bt2,Silty clay,2005,Humboldt & Del Norte Co.s,"Fine, mixed, active, mesic Oxyaquic Palehumult",40.73355,-123.910525,6023,244,4460,United States,Humboldt,US,CA023,40.8336667,-123.7343889,0.46528,0.47,0.056,5.13,30.7
83043,30873,United States,horizon,130,200,Btg2,Clay,2005,Humboldt & Del Norte Co.s,"Fine, mixed, active, mesic Oxyaquic Palehumult",40.73355,-123.910525,6023,244,4460,United States,Humboldt,US,CA023,40.8336667,-123.7343889,0.44544,0.45,0.04721,5.38,21.0
83062,30892,United States,horizon,45,89,Bw2,Extremely gravelly Loam to Sandy loam,2005,Humboldt & Del Norte Co.s,"Loamy-skeletal, mixed, active, mesic Oxyaquic Dystroxerept",40.73355,-123.910525,6023,244,4460,United States,Humboldt,US,CA023,40.7781111,-123.7503056,0.2056,0.21,0.11086,5.4,65.4
83280,30979,United States,horizon,88,118,Bt3,Sandy clay,2005,Climate Monitoring Station  SNOTELSCAN,"Fine, smectitic, frigid Ultic Argixeroll",43.019785,-119.069625,41025,244,6525,United States,Harney,US,OR025,43.1655159,-119.5401306,0.47668,0.48,0.11024,6.32,25.5
83489,31044,United States,horizon,33,50,Bt2,Silty clay loam,2005,Morton & Stevens Co.s,"Fine-silty, mixed, superactive, mesic Torrertic Argiustoll",37.19206,-101.31161,20189,244,5249,United States,Stevens,US,KS189,37.3143044,-101.1127472,0.57513,0.5464,0.05844,7.58,23.3
83491,31046,United States,horizon,72,94,Bk1,Silt loam,2005,Morton & Stevens Co.s,"Fine-silty, mixed, superactive, mesic Torrertic Argiustoll",37.19206,-101.31161,20189,244,5249,United States,Stevens,US,KS189,37.3143044,-101.1127472,1.08592,0.2116,0.04797,8.18,26.6
84686,31615,United States,horizon,57,69,Bk2,Very fine sandy loam,2005,Johnson Co. - Northern Part,"Coarse-loamy, mixed, superactive, frigid Aridic Calciustept",44.027725,-106.689965,56019,244,7543,United States,Johnson,US,WY019,44.0692177,-106.7903595,3.41637,0.6984,0.09813,7.79,14.2
86549,32154,United States,horizon,0,33,Ap,Loam,2006,Scotts Bluff Co,"Coarse-silty, mixed, superactive, mesic Aridic Haplustoll",41.851015,-103.70726,31157,244,6190,United States,Scotts Bluff,US,NE157,41.8105545,-104.0311127,0.411,0.3788,0.0468,8.15,60.2
87373,32461,United States,horizon,0,10,Ap1,Silt loam,2006,"Harrison, Jennings & Scott Co.s","Fine-loamy, mixed, superactive, mesic Oxyaquic Eutrudept",38.190315,-86.115255,18061,244,5093,United States,Harrison,US,IN061,38.0600014,-85.9819412,1.68635,1.69,0.18209,4.93,18.2
87380,32468,United States,horizon,0,13,Ap,Loam,2006,"Harrison, Jennings & Scott Co.s","Loamy-skeletal, mixed, superactive, mesic Oxyaquic Eutrudept",38.190315,-86.115255,18061,244,5093,United States,Harrison,US,IN061,38.0586128,-85.9813919,1.08847,1.0696,0.11117,7.46,43.2
87381,32469,United States,horizon,13,23,Bw1,Loam,2006,"Harrison, Jennings & Scott Co.s","Loamy-skeletal, mixed, superactive, mesic Oxyaquic Eutrudept",38.190315,-86.115255,18061,244,5093,United States,Harrison,US,IN061,38.0586128,-85.9813919,0.85224,0.85,0.09783,7.27,38.2
87385,32473,United States,horizon,0,16,Ap1,Silt loam,2006,"Harrison, Jennings & Scott Co.s","Fine-silty, mixed, active, nonacid, mesic Fluvaquentic Endoaquept",38.190315,-86.115255,18061,244,5093,United States,Harrison,US,IN061,38.0005569,-86.0147247,1.50863,1.51,0.1812,6.57,9.1
87386,32474,United States,horizon,16,26,Ap2,Silt loam,2006,"Harrison, Jennings & Scott Co.s","Fine-silty, mixed, active, nonacid, mesic Fluvaquentic Endoaquept",38.190315,-86.115255,18061,244,5093,United States,Harrison,US,IN061,38.0005569,-86.0147247,1.01334,1.01,0.12819,6.34,10.2
87394,32482,United States,horizon,0,10,Ap1,Silt loam,2006,"Harrison, Jennings & Scott Co.s","Fine, mixed, active, mesic Oxyaquic Eutrudept",38.190315,-86.115255,18061,244,5093,United States,Harrison,US,IN061,37.9997215,-86.0149994,1.3381,1.34,0.1332,5.09,7.1
87399,32487,United States,horizon,86,109,2Btb2,Silty clay loam,2006,"Harrison, Jennings & Scott Co.s","Fine, mixed, active, mesic Oxyaquic Eutrudept",38.190315,-86.115255,18061,244,5093,United States,Harrison,US,IN061,37.9997215,-86.0149994,0.2246,0.2212,0.04696,4.86,4.6
87402,32490,United States,horizon,0,25,Ap,Silt loam,2006,"Harrison, Jennings & Scott Co.s","Fine-silty, mixed, active, mesic Oxyaquic Fragiudalf",38.190315,-86.115255,18061,244,5093,United States,Harrison,US,IN061,38.040995,-86.055002,0.87473,0.87,0.1196,6.02,2.0
87409,32497,United States,horizon,185,218,3Bt2,Silty clay,2006,"Harrison, Jennings & Scott Co.s","Fine-silty, mixed, active, mesic Oxyaquic Fragiudalf",38.190315,-86.115255,18061,244,5093,United States,Harrison,US,IN061,38.040995,-86.055002,0.09945,0.1,0.05024,4.59,8.0
87411,32499,United States,horizon,0,5,Ap,Silt loam,2006,"Harrison, Jennings & Scott Co.s","Fine, mixed, active, mesic Typic Hapludalf",38.190315,-86.115255,18061,244,5093,United States,Harrison,US,IN061,38.1833344,-86.0999985,5.70973,5.71,0.56028,5.92,8.2
87415,32503,United States,horizon,76,99,Bt4,Clay,2006,"Harrison, Jennings & Scott Co.s","Fine, mixed, active, mesic Typic Hapludalf",38.190315,-86.115255,18061,244,5093,United States,Harrison,US,IN061,38.1833344,-86.0999985,0.32953,0.33,0.05214,5.18,7.0
87416,32504,United States,horizon,0,4,A,Silt loam,2006,"Harrison, Jennings & Scott Co.s","Fine, mixed, semiactive, mesic Typic Paleudalf",38.190315,-86.115255,18061,244,5093,United States,Harrison,US,IN061,38.18,-86.1047222,2.46793,2.47,0.24862,6.45,5.1
87417,32505,United States,horizon,4,20,Ap,Silt loam,2006,"Harrison, Jennings & Scott Co.s","Fine, mixed, semiactive, mesic Typic Paleudalf",38.190315,-86.115255,18061,244,5093,United States,Harrison,US,IN061,38.18,-86.1047222,1.16897,1.17,0.13878,6.9,4.8
87424,32512,United States,horizon,0,20,Ap,Silt loam,2006,"Harrison, Jennings & Scott Co.s","Fine-silty, mixed, active, mesic Typic Paleudalf",38.190315,-86.115255,18061,244,5093,United States,Harrison,US,IN061,38.1791649,-86.1047211,1.17898,1.18,0.12123,5.54,2.1
87433,32521,United States,horizon,0,28,A1,Silt loam,2006,"Harrison, Jennings & Scott Co.s","Coarse-loamy, mixed, superactive, mesic Dystric Fluventic Eutrudept",39.001305,-85.61991,18079,244,5102,United States,Jennings,US,IN079,39.0458336,-85.5280533,0.94636,0.9548,0.10605,5.45,16.6
87437,32525,United States,horizon,0,13,Ap,Silt loam,2006,"Harrison, Jennings & Scott Co.s","Fine-loamy, mixed, active, mesic Ultic Hapludalf",39.001305,-85.61991,18079,244,5102,United States,Jennings,US,IN079,39.0419426,-85.5287476,2.72436,2.72,0.27213,5.06,20.0
87443,32531,United States,horizon,160,193,3Bt6,Clay,2006,"Harrison, Jennings & Scott Co.s","Fine-loamy, mixed, active, mesic Ultic Hapludalf",39.001305,-85.61991,18079,244,5102,United States,Jennings,US,IN079,39.0419426,-85.5287476,0.36241,0.36,0.06893,5.71,13.0
87444,32532,United States,horizon,193,198,3Bt7,Clay,2006,"Harrison, Jennings & Scott Co.s","Fine-loamy, mixed, active, mesic Ultic Hapludalf",39.001305,-85.61991,18079,244,5102,United States,Jennings,US,IN079,39.0419426,-85.5287476,1.08645,1.09,0.13541,7.02,1.3
87453,32541,United States,horizon,0,10,Ap,Silt loam,2006,"Harrison, Jennings & Scott Co.s","Fine-silty, mixed, semiactive, mesic Aquic Hapludult",39.001305,-85.61991,18079,244,5102,United States,Jennings,US,IN079,38.9447212,-85.6149979,2.58172,2.58,0.25797,6.44,3.3
87454,32542,United States,horizon,10,20,BA,Silt loam,2006,"Harrison, Jennings & Scott Co.s","Fine-silty, mixed, semiactive, mesic Aquic Hapludult",39.001305,-85.61991,18079,244,5102,United States,Jennings,US,IN079,38.9447212,-85.6149979,1.10242,1.1,0.13578,6.94,3.3
87464,32552,United States,horizon,0,8,Ap,Silt loam,2006,"Harrison, Jennings & Scott Co.s","Fine-silty, mixed, active, mesic Aquic Hapludult",39.001305,-85.61991,18079,244,5102,United States,Jennings,US,IN079,38.9433327,-85.6147232,2.69315,2.69,0.268,5.77,2.2
87465,32553,United States,horizon,8,20,BA,Silt loam,2006,"Harrison, Jennings & Scott Co.s","Fine-silty, mixed, active, mesic Aquic Hapludult",39.001305,-85.61991,18079,244,5102,United States,Jennings,US,IN079,38.9433327,-85.6147232,1.449,1.45,0.15605,5.72,2.3
87475,32563,United States,horizon,0,13,Ap,Silt loam,2006,"Harrison, Jennings & Scott Co.s","Fine-silty, mixed, active, mesic Aquic Hapludalf",39.001305,-85.61991,18079,244,5102,United States,Jennings,US,IN079,38.8183327,-85.769722,1.28243,1.28,0.14463,5.52,9.4
87484,32572,United States,horizon,0,15,Ap,Silt loam,2006,"Harrison, Jennings & Scott Co.s","Fine-silty, mixed, active, mesic Typic Fragiudult",38.69654,-85.729235,18143,244,5134,United States,Scott,US,IN143,38.6383324,-85.7633362,1.51862,1.52,0.18062,5.93,12.4
87487,32575,United States,horizon,71,84,Bt3,Silt loam,2006,"Harrison, Jennings & Scott Co.s","Fine-silty, mixed, active, mesic Typic Fragiudult",38.69654,-85.729235,18143,244,5134,United States,Scott,US,IN143,38.6383324,-85.7633362,0.12887,0.13,0.05885,4.65,18.7
87490,32578,United States,horizon,152,211,2Bt1,Clay loam,2006,"Harrison, Jennings & Scott Co.s","Fine-silty, mixed, active, mesic Typic Fragiudult",38.69654,-85.729235,18143,244,5134,United States,Scott,US,IN143,38.6383324,-85.7633362,0.08342,0.08,0.01831,4.85,35.5
87874,32758,United States,horizon,0,17,Ap,Silt loam,2006,MLRA 112 Water Table St.,"Fine, smectitic, thermic Vertic Argiudoll",37.559055,-95.306895,20133,244,5221,United States,Neosho,US,KS133,37.5138893,-95.3527222,2.05266,2.05,0.20425,5.88,6.2
88024,32791,United States,horizon,0,16,Ap,Sandy loam,2006,Pedo-Transfer Function St.,"Coarse-loamy, mixed, superactive, mesic Udic Argiustoll",37.95322,-98.085925,20155,244,5232,United States,Reno,US,KS155,37.8681946,-98.2237854,0.33691,0.34,0.05531,4.98,71.0
88137,32798,United States,horizon,18,43,Bt2,Channery Sandy clay loam,2006,Meagher Moisture Study,"Fine-loamy, mixed, superactive, frigid Calcidic Argiustoll",46.636195,-110.965625,30059,244,5931,United States,Meagher,US,MT059,46.7358131,-111.195015,0.47307,0.446,0.10035,7.65,46.6
88404,32955,United States,horizon,0,23,A1,Silty clay loam,2006,Willamette Valley,"Fine, mixed, superactive, mesic Pachic Ultic Argixeroll",45.254455,-123.31727,41071,244,6548,United States,Yamhill,US,OR071,45.18153691,-123.2848943,2.826,2.83,0.21217,6.04,26.7
88414,32965,United States,horizon,45,71,C2,Sand,2006,Willamette Valley,"Sandy, mixed, mesic Fluventic Haploxeroll",45.254455,-123.31727,41071,244,6548,United States,Yamhill,US,OR071,45.13348612,-123.0290495,0.07081,0.07,0.07991,6.81,94.9
88425,32976,United States,horizon,10,30,A2,Silt loam,2006,Willamette Valley,"Fine, mixed, semiactive, mesic Xeric Palehumult",45.254455,-123.31727,41071,244,6548,United States,Yamhill,US,OR071,45.20070083,-123.3885124,3.18232,3.18,0.20721,5.93,13.2
88440,32991,United States,horizon,0,37,A,,2006,Willamette Valley,"Fine-silty, mixed, superactive, mesic Argiaquic Xeric Argialboll",44.984465,-122.457025,41047,244,6536,United States,Marion,US,OR047,45.10459893,-122.8976517,3.10755,3.11,0.28,7.17,12.8
88443,32994,United States,horizon,96,122,Bt2,,2006,Willamette Valley,"Fine-silty, mixed, superactive, mesic Argiaquic Xeric Argialboll",44.984465,-122.457025,41047,244,6536,United States,Marion,US,OR047,45.10459893,-122.8976517,0.23936,0.24,0.00925,6.29,12.5
88653,33033,United States,horizon,89,150,Bw,Extremely gravelly Sandy loam,2006,Pinnacles National Monument,"Loamy-skeletal, mixed, superactive, thermic Pachic Haploxeroll",36.592765,-121.12021,6069,244,4483,United States,San Benito,US,CA069,36.4830556,-121.1723333,0.90869,0.898,0.04447,7.84,60.8
